model,task,value
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.9
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,context_B_then_A,0.95
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.7
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.7
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.78
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.78
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.7
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.7
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
