model,task,value
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.3
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.3
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.3
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.3
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.3
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.4
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.4
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.4
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.4
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.3
phi4:14b,ambiguity,0.4
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.4
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.5
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.9
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.9
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.9
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.9
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.9
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.6
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.8
phi4:14b,ambiguity,0.9
phi4:14b,ambiguity,0.7
phi4:14b,ambiguity,0.7
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.2
phi4:14b,revision,0.2
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.2
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.3
phi4:14b,revision,0.1
phi4:14b,revision,0.2
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.5
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.5
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.01
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.0
phi4:14b,revision,0.1
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.6
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.6
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.9
phi4:14b,context_A_then_B,0.9
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.9
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.6
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.6
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.8
phi4:14b,context_A_then_B,0.7
phi4:14b,context_A_then_B,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.9
phi4:14b,context_B_then_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.9
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.6
phi4:14b,prob_A,0.9
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.6
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.6
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.6
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.6
phi4:14b,prob_A,0.9
phi4:14b,prob_A,0.6
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.9
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.9
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.8
phi4:14b,prob_A,0.7
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.7
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.7
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.7
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.7
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.7
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.3
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.6
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.5
phi4:14b,prob_A_given_not_B,0.4
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.8
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.5
phi4:14b,social,0.8
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.5
phi4:14b,social,1.0
